iter	Logloss
306	0.1776031158
307	0.1774748136
308	0.1774588984
309	0.1774442875
310	0.1774084133
311	0.1772993374
312	0.1772017775
313	0.1771259997
314	0.1771029062
315	0.1770908458
316	0.1770166186
317	0.1769063198
318	0.1768404079
319	0.1767859874
320	0.1767708439
321	0.1767519341
322	0.1767339704
323	0.1767183612
324	0.1767004078
325	0.1766440667
326	0.1766170658
327	0.1765971963
328	0.1765734526
329	0.1765515309
330	0.1765386926
331	0.1765187539
332	0.1764745151
333	0.1764578348
334	0.176433098
335	0.1764154016
336	0.1764005339
337	0.1763816292
338	0.1763650889
339	0.1763499476
340	0.1763278024
341	0.1763137841
342	0.1763003302
343	0.1762817571
344	0.1762675144
345	0.1762441254
346	0.176226926
347	0.1762097182
348	0.1761385801
349	0.1761167257
350	0.1760858586
351	0.1760304587
352	0.1760075144
353	0.1759772255
354	0.1759549387
355	0.1759023264
356	0.1758678416
357	0.1757763888
358	0.1757488388
359	0.1757370197
360	0.175727083
361	0.175708788
362	0.175694352
363	0.1756738513
364	0.1756448518
365	0.1756282533
366	0.1755828472
367	0.1755676468
368	0.1755309893
369	0.1755145158
370	0.1755034262
371	0.1753587675
372	0.1752924054
373	0.1752519018
374	0.1752378787
375	0.1752195042
376	0.1751989719
377	0.1751810673
378	0.1751657283
379	0.1751508294
380	0.1751238397
381	0.1751087637
382	0.1750871162
383	0.1750591194
384	0.1750347362
385	0.1749899675
386	0.1749318565
387	0.1749165427
388	0.1749054613
389	0.1748773404
390	0.1748619866
391	0.1747311426
392	0.1747104128
393	0.1746849467
394	0.1745939276
395	0.1745794053
396	0.1745587959
397	0.1745489766
398	0.1745314514
399	0.1745106427
400	0.1744224989
401	0.1744041658
402	0.1743772041
403	0.174368084
404	0.1743614121
405	0.1743447652
406	0.1742845212
407	0.1742539612
408	0.1742402223
409	0.1742208319
410	0.1741512257
411	0.1741141386
412	0.1740906143
413	0.1740746925
414	0.1740539628
415	0.174045739
416	0.1740322723
417	0.174014107
418	0.173995195
419	0.1739781955
420	0.1739544514
421	0.1739372848
422	0.1739211071
423	0.1738904698
424	0.1738733377
425	0.1738606275
426	0.1738483968
427	0.1738320343
428	0.1737995313
429	0.173782779
430	0.173736717
431	0.1737033996
432	0.1736752446
433	0.1736260271
434	0.1736016411
435	0.1735848544
436	0.1735491758
437	0.1735293304
438	0.1735112343
439	0.1734945226
440	0.1734820838
441	0.1734717427
442	0.1734491754
443	0.173420295
444	0.1733961413
445	0.1733811906
446	0.1733559115
447	0.1733439747
448	0.1733267864
449	0.1733138027
450	0.1732959242
451	0.1732790378
452	0.1732629129
453	0.1732346275
454	0.1731794968
455	0.1731615962
456	0.1731461091
457	0.1731278779
458	0.1731194387
459	0.173105425
460	0.1730956815
461	0.1730786781
462	0.1730655504
463	0.1730474232
464	0.1730313104
465	0.1730034178
466	0.1729888602
467	0.1729756201
468	0.1729592075
469	0.1729444732
470	0.1729239982
471	0.1729092126
472	0.1728982094
473	0.1728793713
474	0.172864187
475	0.1728456903
476	0.1728363443
477	0.1728229441
478	0.1728116688
479	0.1727946915
480	0.1727762905
481	0.1727575318
482	0.1727431891
483	0.1727256812
484	0.1727048076
485	0.1726820512
486	0.1726622333
487	0.1726513775
488	0.1726364898
489	0.1726136777
490	0.1726004189
491	0.1725869359
492	0.1725736231
493	0.1725647135
494	0.1725558929
495	0.17253467
496	0.1725226353
497	0.1725115856
498	0.172501906
499	0.1724851536
500	0.1724716859
501	0.1724584263
502	0.1724476486
503	0.1724256637
504	0.172412244
505	0.1724009551
506	0.1723840689
507	0.1723710963
508	0.1723621166
509	0.1723426878
510	0.1723315019
511	0.1723199743
512	0.1723016868
513	0.1722846016
514	0.1722764129
515	0.1722609893
516	0.1722470417
517	0.1722347123
518	0.1722225146
519	0.1722051793
520	0.1721935243
521	0.1721774183
522	0.172164312
523	0.1721490836
524	0.1721193716
525	0.1721061857
526	0.1720537313
527	0.1720416173
528	0.1719622206
529	0.1719141044
530	0.171902695
531	0.1718875697
532	0.1718763589
533	0.1718645121
534	0.1718489497
535	0.1718340647
536	0.1718091507
537	0.1717785386
538	0.1717653005
539	0.1717520537
540	0.171703966
541	0.1716542021
542	0.1716303041
543	0.171618542
544	0.1715855871
545	0.1715791915
546	0.1715657788
547	0.1715543469
548	0.1715138214
549	0.1715060095
550	0.1714941879
551	0.1714797684
552	0.1714681246
553	0.1714017782
554	0.1713343372
555	0.1712752661
556	0.1712326213
557	0.1712177698
558	0.171208977
559	0.1711993782
560	0.171191133
561	0.1711750247
562	0.1711630388
563	0.171148543
564	0.1711336956
565	0.1711205124
566	0.1711068248
567	0.1710911332
568	0.171077732
569	0.1710662849
570	0.1710529329
571	0.1710423148
572	0.171029358
573	0.1710140466
574	0.1709973387
575	0.1709845214
576	0.1709523699
577	0.1709386199
578	0.1709206915
579	0.1709112444
580	0.1708980835
581	0.1708578838
582	0.1708388875
583	0.1708298725
584	0.170820293
585	0.1708089256
586	0.1707775611
587	0.170747494
588	0.1707215491
589	0.1707051139
590	0.1706565102
591	0.1706084449
592	0.1705902988
593	0.1705774198
594	0.1705635906
595	0.1705487109
596	0.1705067679
597	0.1704635342
598	0.1704296484
599	0.1704091661
600	0.170396857
601	0.1703807047
602	0.1703664695
603	0.1703557372
604	0.1703366411
605	0.1703211629
606	0.1703065691
607	0.170295555
608	0.1702681922
609	0.170254907
610	0.170216398
611	0.1701999774
612	0.1701855499
613	0.1701661785
614	0.170115927
615	0.1701052816
616	0.1700640395
617	0.170003693
618	0.1699582528
619	0.1699396596
620	0.1698824403
621	0.1698681832
622	0.1698591993
623	0.1698282374
624	0.1698087663
625	0.1697977344
626	0.1697825235
627	0.1697697664
628	0.169760012
629	0.1697474505
630	0.1697271561
631	0.1696786647
632	0.1696642578
633	0.1696511227
634	0.1696374136
635	0.1696239649
636	0.169608092
637	0.1695756025
638	0.1695618764
639	0.1695502633
640	0.1695337779
641	0.1695233287
642	0.1695091474
643	0.16947826
644	0.1694361984
645	0.1694232939
646	0.1693719866
647	0.1693193543
648	0.1693054684
649	0.1692710582
650	0.1692220141
651	0.1692118227
652	0.1691982142
653	0.1691838739
654	0.1691296033
655	0.1691146845
656	0.169099136
657	0.1690837271
658	0.1690764385
659	0.1690639679
660	0.1690567654
661	0.1690442874
662	0.1690339936
663	0.1690201665
664	0.1690089099
665	0.1689593388
666	0.1689481008
667	0.1689372927
668	0.1689185045
669	0.1689113181
670	0.1689009118
671	0.1688820539
672	0.168877047
673	0.168862926
674	0.1688213943
675	0.1688081088
676	0.1687962907
677	0.1687826289
678	0.1687646748
679	0.1687560195
680	0.1687437644
681	0.1687284307
682	0.1687101663
683	0.1687051186
684	0.1686931141
685	0.1686830615
686	0.1686743312
687	0.1686663588
688	0.1686448189
689	0.1686359475
690	0.1686238353
691	0.1685758335
692	0.1685628256
693	0.1685538809
694	0.1685385975
695	0.168531162
696	0.1685202373
697	0.1685137985
698	0.1685027617
699	0.1684930941
700	0.1684802129
701	0.1684656383
702	0.1684542817
703	0.1684414362
704	0.168424688
705	0.1683887834
706	0.1683743164
707	0.1683602759
708	0.1683497643
709	0.1683363066
710	0.1683020258
711	0.1682901424
712	0.1682817091
713	0.1682713922
714	0.1682592431
715	0.1682493898
716	0.1682434057
717	0.1682358114
718	0.1682185882
719	0.1682124414
720	0.1682067978
721	0.1681913662
722	0.1681784914
723	0.1681712771
724	0.1681211762
725	0.1681090325
726	0.168089907
727	0.1680777319
728	0.1680697373
729	0.1680604803
730	0.1680492786
731	0.1680400556
732	0.1680267825
733	0.1680152177
734	0.1680068123
735	0.1679968403
736	0.1679861719
737	0.1679766704
738	0.167959708
739	0.1679396841
740	0.1679230766
741	0.1679107308
742	0.16790159
743	0.1678907382
744	0.1678625309
745	0.1678536909
746	0.1678245398
747	0.1678159072
748	0.1678035166
749	0.1677966626
750	0.1677854694
751	0.1677741104
752	0.1677617053
753	0.1677458898
754	0.1677408191
755	0.167712019
756	0.1677007056
757	0.1676925561
758	0.1676862514
759	0.1676755292
760	0.1676649118
761	0.1676565499
762	0.1676288208
763	0.1676211555
764	0.167597512
765	0.1675861673
766	0.16756842
767	0.1675578214
768	0.167534321
769	0.1675012454
770	0.1674960652
771	0.1674886563
772	0.1674774776
773	0.1674640643
774	0.1674551288
775	0.1674471634
776	0.1674389406
777	0.1674306
778	0.1674188944
779	0.1674050529
780	0.1673934139
781	0.167380551
782	0.1673713139
783	0.1673609034
784	0.16734555
785	0.1673304264
786	0.1673160499
787	0.1673057802
788	0.1672932023
789	0.1672834915
790	0.1672733292
791	0.1672447948
792	0.1672242012
793	0.167216019
794	0.167206777
795	0.1671964244
796	0.1671831479
797	0.1671744424
798	0.1671644026
799	0.1671551881
800	0.1671294674
801	0.167114584
802	0.1671086549
803	0.1670986663
804	0.1670843239
805	0.1670398345
806	0.1670289574
807	0.1670141296
808	0.167004698
809	0.1669924215
810	0.166976417
811	0.1669630543
812	0.1669455071
813	0.1669332073
814	0.1669181056
815	0.1669078225
816	0.1668981113
817	0.1668766693
818	0.1668650118
819	0.1668563453
820	0.1668376707
821	0.1668066354
822	0.166794624
823	0.1667792147
824	0.1667680788
825	0.1667491045
826	0.1667354923
827	0.1667209872
828	0.1667145116
829	0.1667020845
830	0.1666914202
831	0.1666794502
832	0.1666678105
833	0.1666571606
834	0.1666451723
835	0.1666327073
836	0.1666184481
837	0.1666052067
838	0.1665925252
839	0.1665843254
840	0.1665735947
841	0.1665596019
842	0.1665497941
843	0.1665383048
844	0.1665243684
845	0.1665188101
846	0.1665068978
847	0.1664967782
848	0.1664832481
849	0.1664741785
850	0.1664642156
851	0.1664455154
852	0.1664394588
853	0.1664260426
854	0.1664168991
855	0.1664050197
856	0.1663956655
857	0.1663912822
858	0.1663784938
859	0.16636991
860	0.1663580795
861	0.1663399133
862	0.1662996558
863	0.1662898121
864	0.1662259218
865	0.1661967339
866	0.1661593421
867	0.1661275249
868	0.1660940573
869	0.1660551962
870	0.166044837
871	0.1660258584
872	0.1660116107
873	0.1659945298
874	0.1659766282
875	0.1659678966
876	0.1659530653
877	0.1659468336
878	0.1659338726
879	0.1659217893
880	0.1659121107
881	0.1658976962
882	0.1658897776
883	0.1658795369
884	0.1658684341
885	0.1658596921
886	0.1658506717
887	0.1658360942
888	0.1658284126
889	0.165819159
890	0.1658102024
891	0.1658041232
892	0.1657686261
893	0.1657600502
894	0.1657266239
895	0.1657148406
896	0.1657075686
897	0.1656959185
898	0.1656655654
899	0.1656561085
900	0.1656456264
901	0.1656350899
902	0.1656272374
903	0.1656175706
904	0.165602793
905	0.1655924536
906	0.1655823273
907	0.1655707477
908	0.1655613868
909	0.1655507865
910	0.165541116
911	0.1655303837
912	0.1655188974
913	0.1655075714
914	0.1654939561
915	0.1654815794
916	0.1654736392
917	0.1654449939
918	0.1654136299
919	0.165403101
920	0.165392489
921	0.165378282
922	0.1653641328
923	0.1653556152
924	0.1653440539
925	0.1653229383
926	0.1653154219
927	0.1653044941
928	0.1652911578
929	0.1652822082
930	0.1652704762
931	0.1652487753
932	0.1652394388
933	0.1652305685
934	0.1652208379
935	0.1652135429
936	0.1651994404
937	0.1651718267
938	0.1651568028
939	0.1651495293
940	0.165139761
941	0.1651276648
942	0.1651180588
943	0.1651054363
944	0.1650973144
945	0.1650802753
946	0.1650744122
947	0.1650648629
948	0.1650588811
949	0.1650520575
950	0.1650452467
951	0.1650386924
952	0.1650308562
953	0.1650169737
954	0.1650058597
955	0.1649944234
956	0.1649896915
957	0.1649801638
958	0.1649698438
959	0.1649574186
960	0.1649453898
961	0.1649355285
962	0.1649248708
963	0.1648889726
964	0.1648793781
965	0.1648672321
966	0.1648590998
967	0.1648507868
968	0.1648420809
969	0.1648197884
970	0.164809062
971	0.1647945189
972	0.1647878462
973	0.1647794416
974	0.1647745069
975	0.1647686032
976	0.1647482791
977	0.1647399623
978	0.1647241192
979	0.1647162443
980	0.1646981872
981	0.164689606
982	0.1646745841
983	0.1646621531
984	0.1646504952
985	0.1646442
986	0.1646325301
987	0.1646238497
988	0.1646174323
989	0.1646097674
990	0.1646022274
991	0.1645945808
992	0.1645862221
993	0.1645745909
994	0.1645652316
995	0.1645580725
996	0.1645436918
997	0.1645335308
998	0.164529341
999	0.1645163761
